Type,Litology,Tporosity,Eporosity,K,S,Sy,Compressibility,Note,Location,Source
Igneous,Tuff,NA,6.3,NA,NA,NA,NA,Microfractured tuff. Laboratory tests of rocks from the Tahorakuri Formation_  geothermal feld,"Ngatamariki geothermal feld_ Taupo Volcanic
Zone_ New Zealand",761
Igneous,Tuff,NA,12.9,NA,NA,NA,NA,Microfractured tuff. Laboratory tests of rocks from the Tahorakuri Formation_  geothermal feld,"Ngatamariki geothermal feld_ Taupo Volcanic
Zone_ New Zealand",761
Igneous,Tuff,NA,15.3,NA,NA,NA,NA,Microfractured tuff. Laboratory tests of rocks from the Tahorakuri Formation_  geothermal feld,"Ngatamariki geothermal feld_ Taupo Volcanic
Zone_ New Zealand",761
Igneous,Tuff,NA,25.77,NA,NA,NA,NA,Rhyolitic tuff,Kayseri location_ Turkey,765
Igneous,Tuff,NA,28.14,NA,NA,NA,NA,Rhyolitic tuff,Nev?ehir location_ Turkey,765
Igneous,Tuff,NA,18.18,NA,NA,NA,NA,Dacitic tuff,Kayseri location_ Turkey,765
Igneous,Tuff,NA,26.85,NA,NA,NA,NA,Dacitic tuff,Kayseri location_ Turkey,765
Igneous,Tuff,NA,NA,NA,9.00E-04,NA,NA,Fractured,Xanthi – Komotini basin_ Greece,772
Igneous,Tuff,NA,NA,NA,0.002,NA,NA,Fractured,Xanthi – Komotini basin_ Greece,772
Igneous,Tuff,NA,NA,0.00065,0.00134,NA,NA,well flow simulation_ Fractured rhyolitic tuff,"Megyaszó site_ n North-East
Hungary",810
Igneous,Tuff,NA,NA,NA,0.00207636,NA,NA,well flow simulation_ Fractured rhyolitic tuff,"Megyaszó site_ n North-East
Hungary",810
Igneous,Tuff,NA,NA,0.12,1.00E-05,NA,NA,NS,Tram Tuffs_Yucca Mountain_ California,76
Igneous,Tuff,NA,NA,40,0.003,NA,NA,NS,Tram Tuffs_Yucca Mountain_ California,76
Igneous,Scoria,50,30,NA,NA,NA,NA,Fractured,NS,5
Igneous,Scoria,10,1,NA,NA,NA,NA,Fractured,NS,5
Igneous,Scoria,NA,NA,NA,NA,0.0065,NA,NS,"Bishoftu
Group_Akaki catchment_ central Ethiopia",601
Igneous,Scoria,NA,NA,NA,NA,0.016,NA,NS,"Bishoftu
Group_Akaki catchment_ central Ethiopia",601
Igneous,Peridotite,NA,NA,0.00864,0.001,NA,NA,NS,NS,18
Igneous,Peridotite,NA,NA,0.000864,NA,NA,NA,NS,In Grande Terre of New Caledonia,116
Igneous,Peridotite,NA,NA,0.173,NA,NA,NA,Fractured,In Grande Terre of New Caledonia,116
Igneous,Peridotite,NA,NA,0.204,NA,NA,NA,Weathered,Gabbros of Beja_ Altejo_ South Portugal,143
Igneous,Peridotite,NA,NA,0.4,NA,NA,NA,Weathered,Gabbros of Beja_ Altejo_ South Portugal,143
Igneous,Peridotite,NA,NA,0.0482,NA,0.0642,NA,NS,Caldag Nickel Mine_ Western Turkey,779
Igneous,Peridotite,NA,NA,0.0482,NA,0.033,NA,NS,Caldag Nickel Mine_ Western Turkey,779
Igneous,Pumice,50,NA,NA,NA,NA,NA,NS,NS,5
Igneous,Pumice,75,NA,NA,NA,NA,NA,NS,NS,10
Igneous,Monzonite,0.1,NA,NA,NA,NA,NA,NS,NS,10
Igneous,Monzonite,7,NA,NA,NA,NA,NA,Fractured,NS,10
Igneous,Rhyolite,8,NA,NA,NA,NA,NA,Fractured,NS,10
Igneous,Rhyolite,22,NA,NA,NA,NA,NA,Fractured,NS,10
Igneous,Rhyolite,1.02,NA,NA,NA,NA,NA,NS,Flechtingen_ Germany,77
Igneous,Rhyolite,NA,NA,0.005,NA,NA,NA,NS,Formación Tilzapotla_ The basin of the Amacuzac River_ Mexico,147
Igneous,Rhyolite,20,NA,0.03,NA,NA,NA,Fractured,Formación Tilzapotla_ The basin of the Amacuzac River_ Mexico,147
Igneous,Rhyolite,NA,NA,0.01,NA,NA,NA,Fractured,Formación Tilzapotla_ The basin of the Amacuzac River_ Mexico,147
Igneous,Rhyolite,NA,NA,2.42,NA,NA,NA,Fractured,Valley of Queretaro aquifer_ México,447
Igneous,Rhyolite,NA,NA,0.432,0.0012,0.069,NA,Rhyodacite_ fractured,Viterbo Geothermal Area (Central Italy),454
Igneous,Rhyolite,NA,NA,NA,NA,0.069,NA,Rhyodacite_ fractured,Viterbo Geothermal Area (Central Italy),454
Igneous,Rhyolite,NA,NA,NA,NA,0.0079,NA,Rhyodacite_ fractured,Viterbo Geothermal Area (Central Italy),454
Igneous,Rhyolite,NA,NA,1.974857,2.00E-04,NA,NA,Rhyodacite_ fractured,Viterbo Geothermal Area (Central Italy),454
Igneous,Rhyolite,NA,NA,4.3,0.00036,NA,NA,Rhyodacite_ fractured,Viterbo Geothermal Area (Central Italy),454
Igneous,Rhyolite,NA,NA,0.3,NA,0.005,NA,Fractured,Pahute Mesa _ southern Nevada_ USA,459
Igneous,Rhyolite,NA,NA,0.3,NA,0.05,NA,Fractured,Pahute Mesa _ southern Nevada_ USA,459
Igneous,Rhyolite,NA,NA,3.28,NA,0.0206,NA,Fracured,The Pilbara region in Western Australia,479
Igneous,Rhyolite,NA,1,5,NA,0.01,NA,Fractured,West Bengal_ Bihar_ Madhya Pradesh_ India,480
Igneous,Rhyolite,NA,1,15,NA,0.04,NA,Fractured,West Bengal_ Bihar_ Madhya Pradesh_ India,480
Igneous,Rhyolite,NA,NA,9.30E-05,NA,0.01,NA,Massive ,NS,663
Igneous,Rhyolite,NA,NA,9.30E-05,NA,0.26,NA,Massive ,NS,663
Igneous,Rhyolite,3,NA,NA,NA,NA,3.20E-09,Fractured,Newberry Volcano formation_ Bend_ Oregon_ Estados Unidos,730
Igneous,Rhyolite,10,NA,NA,NA,NA,NA,Fractured,Newberry Volcano formation_ Bend_ Oregon_ Estados Unidos,730
Igneous,Rhyolite,4,NA,NA,NA,NA,NA,NS,NS,762
Igneous,Rhyolite,4.6,NA,NA,NA,NA,NA,NS,NS,762
Igneous,Rhyolite,NA,2.91,NA,NA,NA,NA,NS,Erzurum location_ Turkey,765
Igneous,Rhyolite,NA,1.86,NA,NA,NA,NA,NS,Erzincan location_ Turkey,766
Igneous,Rhyolite,NA,NA,0.00065,0.00134,NA,NA,well flow simulation_ Fractured rhyolite,"Megyaszó site_ n North-East
Hungary",810
Igneous,Rhyolite,NA,NA,NA,0.00207636,NA,NA,well flow simulation_ Fractured rhyolite,"Megyaszó site_ n North-East
Hungary",810
Igneous,Rhyolite,NA,NA,0.03,2.31E-05,NA,NA,well flow simulation_ Fractured rhyolite,Drill Hole Wash site_  Yucca Mountain at the Nevada test site (USA).,810
Igneous,Rhyolite,NA,NA,0.099,0.002035,NA,NA,well flow simulation_ Fractured rhyolite,Drill Hole Wash site_  Yucca Mountain at the Nevada test site (USA).,810
Igneous,Rhyolite,0.1,3.6,NA,NA,NA,NA,"features of Volcanic gas reservoirs_  dissolution pores/fractures
induced by the acidic CO2-bearing water_ on rhyolite",In southern Songliao Basin_ northeast China,811
Igneous,Rhyolite,8.87,7.76,NA,NA,NA,NA,"features of Volcanic gas reservoirs_  dissolution pores/fractures
induced by the acidic CO2-bearing water_ on rhyolite",In southern Songliao Basin_ northeast China,811
Igneous,Syenite,0.6,NA,NA,NA,NA,NA,NS,NS,10
Igneous,Syenite,NA,0.53,NA,NA,NA,NA,NS,K?r?ehir location_ Turkey,765
Metamorphic,Amphibolite,NA,0.68,0.00352,NA,NA,NA,NS,KTB site_  Germany,130
Metamorphic,Amphibolite,NA,NA,0.204,NA,NA,NA,Weathered,Gabbros of Beja_ Altejo_ South Portugal,143
Metamorphic,Amphibolite,NA,0.1,NA,NA,NA,NA,Fractued,hard-rock aquifer in southern India,242
Metamorphic,Amphibolite,NA,0.2,NA,NA,NA,NA,Fractued,hard-rock aquifer in southern India,242
Metamorphic,Amphibolite,NA,0.5,NA,NA,NA,NA,Fractued,hard-rock aquifer in southern India,242
Metamorphic,Amphibolite,NA,0.6,0.00352,5.00E-06,NA,NA,Fractured,Crystalline basement of central Germany,376
Metamorphic,Amphibolite,NA,0.7,0.00352,5.00E-06,NA,NA,Fractured,Crystalline basement of central Germany,376
Metamorphic,Amphibolite,NA,NA,0.432,3.00E-04,0.03,NA,Fractured,"Sardinia and
Calabria (Italy)",434
Metamorphic,Amphibolite,NA,NA,1.08,3.00E-04,0.03,NA,Fractured,"Sardinia and
Calabria (Italy)",434
Metamorphic,Amphibolite,NA,NA,0.00432,0.002,0.01,NA,Fractured,"Serre Massif (central
Calabria) _ Italy",436
Metamorphic,Amphibolite,NA,NA,0.432,0.002,0.01,NA,Fractured,"Serre Massif (central
Calabria) _ Italy",436
Metamorphic,Amphibolite,NA,NA,NA,3.00E-04,NA,NA,Fractured,Northern Ghana,481482
Metamorphic,Amphibolite,NA,NA,NA,NA,0.008,NA,Fractured,Northern Ghana,481482
Metamorphic,Amphibolite,NA,NA,0.000864,1.00E-05,0.02,NA,Fractured,"central Aar and Gotthard
massifs of the Swiss Alps_  Switzerland",484
Metamorphic,Amphibolite,NA,NA,0.864,2.00E-05,0.05,NA,Fractured,"central Aar and Gotthard
massifs of the Swiss Alps_  Switzerland",484
Metamorphic,Amphibolite,NA,NA,8.64E-07,NA,0.01,NA,Fractured,NE,484
Metamorphic,Amphibolite,NA,NA,0.008,NA,0.01,NA,Fractured,NE,484
Metamorphic,Amphibolite,NA,NA,0.207,6.00E-06,NA,NA,Fractured,"Maddur watershed (south of
Gundlupet)_ a rural area of south Karnataka_ India",592
Metamorphic,Amphibolite,NA,NA,0.381,0.00036,NA,NA,Fractured,"Maddur watershed (south of
Gundlupet)_ a rural area of south Karnataka_ India",592
Metamorphic,Amphibolite,NA,NA,NA,2.90E-05,NA,NA,Fractured,"Maddur watershed (south of
Gundlupet)_ a rural area of south Karnataka_ India",592
Metamorphic,Amphibolite,NA,NA,NA,3.00E-04,NA,NA,Fractured,"Maddur watershed (south of
Gundlupet)_ a rural area of south Karnataka_ India",592
Metamorphic,Amphibolite,NA,NA,NA,0.00014,NA,NA,Fractured,"Maddur watershed (south of
Gundlupet)_ a rural area of south Karnataka_ India",592
Metamorphic,Amphibolite,NA,NA,NA,0.00026,NA,NA,Fractured,"Maddur watershed (south of
Gundlupet)_ a rural area of south Karnataka_ India",592
Metamorphic,Amphibolite,NA,NA,0.0259,NA,NA,NA,Fractured,"fractured aquifer system_ north-eastern region of Kilombero
Valley_ Tanzania",688
Metamorphic,Amphibolite,NA,NA,0.0346,NA,NA,NA,Fractured,"fractured aquifer system_ north-eastern region of Kilombero
Valley_ Tanzania",688
Metamorphic,Amphibolite,NA,NA,NA,NA,NA,1.26E-11,NS,NS,746
Metamorphic,Amphibolite,NA,NA,NA,NA,NA,1.54E-11,NS,NS,746
Metamorphic,Amphibolite,2,0.2,NA,NA,NA,NA,NS,The Mórágy Hills in southwest Hungary,755
Metamorphic,Amphibolite,NA,NA,1.7,0.003,NA,NA,Weathered and Fractured,Birimian Supergroup_  Northern Ghana,781
Metamorphic,Amphibolite,NA,NA,2.24,NA,0.008,NA,Weathered and Fractured,Birimian Supergroup_  Northern Ghana,781
Metamorphic,Amphibolite,NA,NA,NA,0.00031,NA,NA,Fractured,crystalline aquifer_ West African shield_ Burkina Faso,794
Metamorphic,Amphibolite,NA,NA,NA,0.00041,NA,NA,Fractured,crystalline aquifer_ West African shield_ Burkina Faso,794
Metamorphic,Amphibolite,NA,NA,0.0667,5.70E-05,0.092,NA,NS,Vellore district_ southern India,820
Metamorphic,Amphibolite,NA,0.001,NA,NA,NA,NA,NS,NS,907
Metamorphic,Gneiss,0.5,NA,3.46,NA,NA,NA,Weathered,NS,10_ 41
Metamorphic,Gneiss,4,NA,NA,NA,NA,NA,NS,NS,10
Metamorphic,Gneiss,NA,NA,NA,3.50E-06,NA,NA,fractured biotite gneiss,South Carolina,124
Metamorphic,Gneiss,NA,NA,NA,7.00E-07,NA,NA,fractured biotite gneiss,South Carolina,124
Metamorphic,Gneiss,NA,NA,0.039,NA,NA,NA,Weathered and fractures gneiss and migmatites,Aquifers of the Basement Complex area of Kano State_ Nigerian,125
Metamorphic,Gneiss,NA,NA,0.778,NA,NA,NA,Weathered and fractures,Aquifers of the Basement Complex area of Kano State_ Nigerian,125
Metamorphic,Gneiss,NA,NA,NA,NA,0.009,NA,NS,Maheshwaram granite aquifer_ India,126
Metamorphic,Gneiss,NA,NA,NA,NA,0.014,NA,NS,Maheshwaram granite aquifer_ India,126
Metamorphic,Gneiss,NA,NA,8.64E-05,NA,NA,NA,mica gneiss,Olkiluoto_ Finland,128
Metamorphic,Gneiss,NA,NA,0.000864,NA,NA,NA,mica gneiss,Olkiluoto_ Finland,128
Metamorphic,Gneiss,0.1,NA,8.64E-07,NA,NA,NA,NS,Urach_  Germany,129
Metamorphic,Gneiss,0.5,NA,8.64E-05,NA,NA,NA,NS,Urach_  Germany,129
Metamorphic,Gneiss,NA,NA,3.28E-07,NA,NA,NA,NS,Cajon Pass  in California_ USA,131
Metamorphic,Gneiss,NA,NA,0.00012,NA,NA,NA,NS,Cajon Pass  in California_ USA,131
Metamorphic,Gneiss,1,NA,0.1,NA,NA,NA,NS,NS,132
Metamorphic,Gneiss,6,NA,0.7185,NA,NA,NA,Fractured,NS,132
Metamorphic,Gneiss,6,NA,0.7185,NA,NA,NA,Fractured,NS,132
Metamorphic,Gneiss,8,NA,1,NA,NA,NA,Fractured,NS,132
Metamorphic,Gneiss,NA,NA,0.185,NA,NA,NA,Weathered and Fratured,Aquifer Évora sector_ Alentejo_ South Portugal,142
Metamorphic,Gneiss,NA,NA,1.865,NA,NA,NA,Weathered and Fratured,Aquifer Évora sector_ Alentejo_ South Portugal,142
Metamorphic,Gneiss,NA,0.1,NA,NA,NA,NA,Fractued,hard-rock aquifer in southern India,242
Metamorphic,Gneiss,NA,0.2,NA,NA,NA,NA,Fractued,hard-rock aquifer in southern India,242
Metamorphic,Gneiss,NA,0.5,NA,NA,NA,NA,Fractued,hard-rock aquifer in southern India,242
Metamorphic,Gneiss,NA,NA,NA,NA,0.017,NA,NS,Donga formation_  Africa and India,263
Metamorphic,Gneiss,NA,NA,NA,NA,0.077,NA,NS,Donga formation_  Africa and India,263
Metamorphic,Gneiss,NA,NA,0.0311,NA,NA,NA,Fractured,Savannah River Plant_South Carolina,313
Metamorphic,Gneiss,NA,NA,NA,0.0028,NA,NA,NS,Udaipur district_ southern part of Rajasthan_ western India,361
Metamorphic,Gneiss,NA,NA,1.33,0.003,NA,NA,Fractured,Udaipur district_ southern part of Rajasthan_ western India,360361
Metamorphic,Gneiss,NA,NA,1.33,NA,0.038,NA,Fractured,Udaipur district_ southern part of Rajasthan_ western India,360361
Metamorphic,Gneiss,NA,NA,NA,NA,0.002,NA,NS,Udaipur district_ southern part of Rajasthan_ western India,362
Metamorphic,Gneiss,NA,NA,NA,NA,0.006,NA,NS,Udaipur district_ southern part of Rajasthan_ western India,362
Metamorphic,Gneiss,NA,NA,NA,NA,0.0082,NA,NS,Bhinder_ Udaipur district_ southern part of Rajasthan_ western India,260
Metamorphic,Gneiss,NA,NA,NA,NA,0.0032,NA,NS,Dhariawad_ Udaipur district_ southern part of Rajasthan_ western India,360
Metamorphic,Gneiss,NA,NA,NA,NA,0.0103,NA,NS,Dhariawad_ Udaipur district_ southern part of Rajasthan_ western India,360
Metamorphic,Gneiss,NA,NA,NA,NA,0.0084,NA,NS,Girwa_ Udaipur district_ southern part of Rajasthan_ western India,360
Metamorphic,Gneiss,NA,NA,NA,NA,0.0092,NA,NS,Mavli_ Udaipur district_ southern part of Rajasthan_ western India,360
Metamorphic,Gneiss,NA,NA,NA,NA,0.0065,NA,NS,Salumber_ Udaipur district_ southern part of Rajasthan_ western India,360
Metamorphic,Gneiss,NA,NA,NA,NA,0.0079,NA,NS,Salumber_ Udaipur district_ southern part of Rajasthan_ western India,360
Metamorphic,Gneiss,NA,NA,NA,0.0022,NA,NA,NS,Sarada_ Udaipur district_ southern part of Rajasthan_ western India,360
Metamorphic,Gneiss,NA,NA,NA,0.0028,NA,NA,NS,Sarada_ Udaipur district_ southern part of Rajasthan_ western India,360
Metamorphic,Gneiss,NA,NA,8.00E-04,9.75E-07,NA,NA,Fractured,Tamworth_ Ontario_ Canadá,367
Metamorphic,Gneiss,NA,NA,0.00676,2.31E-06,NA,NA,Fractured,Tamworth_ Ontario_ Canadá,367
Metamorphic,Gneiss,NA,0.6,0.00352,5.00E-06,NA,NA,Fractured,Crystalline basement of central Germany,376
Metamorphic,Gneiss,NA,0.7,0.00352,5.00E-06,NA,NA,Fractured,Crystalline basement of central Germany,376
Metamorphic,Gneiss,NA,0.01,NA,0.0034,NA,NA,Fractured,Tamworth_ Ontario_ Canada,377
Metamorphic,Gneiss,NA,0.01,NA,4.10E-05,NA,NA,Fractured,Tamworth_ Ontario_ Canada,377
Metamorphic,Gneiss,NA,NA,0.00172,4.00E-05,NA,NA,Fractued,Angered area_ Gothenburg_ Sweden,405
Metamorphic,Gneiss,NA,NA,0.00432,6.00E-05,NA,NA,Fractued,Angered area_ Gothenburg_ Sweden,405
Metamorphic,Gneiss,NA,NA,0.122,NA,0.02,NA,Fractured,The Gneissic Rocks_ The Piedmont Upland Section_  Souther of pennsylvania,414
Metamorphic,Gneiss,NA,NA,0.457,NA,NA,NA,Fractured,The Gneissic Rocks_ The Piedmont Upland Section_  Souther of pennsylvania,414
Metamorphic,Gneiss,NA,NA,0.204,NA,NA,NA,Fractured,The Gneissic Rocks_ The Piedmont Upland Section_  Souther of pennsylvania,415
Metamorphic,Gneiss,NA,NA,0.408,NA,NA,NA,Fractured,The Gneissic Rocks_ The Piedmont Upland Section_  Souther of pennsylvania,415
Metamorphic,Gneiss,NA,NA,0.13106,NA,0.02,NA,Mica schist fractured,The Oligoclase-Mica Schist_ Wissahickon Formation_ Piedmont Upland Section of Pennsylvania_arble _,406
Metamorphic,Gneiss,NA,NA,0.18288,NA,0.02,NA,Mica schist fractured,The Oligoclase-Mica Schist_ Wissahickon Formation_ Piedmont Upland Section of Pennsylvania_arble _,406
Metamorphic,Gneiss,NA,NA,0.0067,0.0017,NA,NA,NS,Hard Rock Aquifers_ South India,426
Metamorphic,Gneiss,NA,NA,0.0067,7.00E-05,NA,NA,NS,Hard Rock Aquifers_ South India,426
Metamorphic,Gneiss,NA,NA,4.58,0.0015,NA,NA,Fractured,Hard Rock Aquifers_ South India,426
Metamorphic,Gneiss,NA,NA,4.58,3.70E-05,NA,NA,Fractured,Hard Rock Aquifers_ South India,426
Metamorphic,Gneiss,NA,NA,NA,6.30E-07,NA,NA,Fractured,"Fractured Rock
research Site _ northern Floyd County_ Virginia",428
Metamorphic,Gneiss,NA,NA,NA,5.60E-06,NA,NA,Fractured,"Fractured Rock
research Site _ northern Floyd County_ Virginia",428
Metamorphic,Gneiss,NA,NA,NA,9.20E-07,NA,NA,Fractured,"Fractured Rock
research Site _ northern Floyd County_ Virginia",428
Metamorphic,Gneiss,NA,NA,NA,6.30E-06,NA,NA,Fractured,"Fractured Rock
research Site _ northern Floyd County_ Virginia",428
Metamorphic,Gneiss,0.08,NA,0.033,1.20E-05,NA,NA,Fractued,Savannah River plant of the Atomic Energy Commission near Aiken_ South Carolina_,433
Metamorphic,Gneiss,0.13,NA,1.20E-06,1.40E-05,NA,NA,Fractued,Savannah River plant of the Atomic Energy Commission near Aiken_ South Carolina_,433
Metamorphic,Gneiss,NA,NA,NA,3.00E-04,0.03,NA,Fractued,"Sardinia and
Calabria (Italy)",434
Metamorphic,Gneiss,NA,NA,0.00432,0.002,NA,NA,Fractured,"Serre Massif (central
Calabria) _ Italy",436
Metamorphic,Gneiss,NA,NA,0.432,NA,0.01,NA,Fractured,"Serre Massif (central
Calabria) _ Italy",436
Metamorphic,Gneiss,0.7,NA,NA,8.00E-07,NA,1.30E-11,Fractured,Floyd County_ Virginia_ USA,443_44_445
Metamorphic,Gneiss,2.8,NA,NA,NA,NA,1.70E-11,Fractured,Floyd County_ Virginia_ USA,443_44_445
Metamorphic,Gneiss,NA,NA,0.08496,0.00276,0.01302,NA,Fractured,"The Galicia-Costa hydrologic district_ North
West coast of Spain",456
Metamorphic,Gneiss,NA,NA,0.43632,NA,0.0059,NA,Fractured,"The Galicia-Costa hydrologic district_ North
West coast of Spain",456
Metamorphic,Gneiss,NA,NA,0.43632,NA,0.01302,NA,Fractured,"The Galicia-Costa hydrologic district_ North
West coast of Spain",456
Metamorphic,Gneiss,1,NA,0.00864,1.00E-08,NA,NA,NS,The aquifer of the Puebla Valley_ México,461
Metamorphic,Gneiss,2,NA,NA,NA,NA,NA,NS,The aquifer of the Puebla Valley_ México,461
Metamorphic,Gneiss,NA,1,0.864,NA,NA,NA,Fractured,NS,462
Metamorphic,Gneiss,NA,NA,NA,4.00E-05,NA,NA,Fractured,KwaZulu-Natal Province mostly along the Tugela River catchment_ South Africa,467
Metamorphic,Gneiss,NA,NA,NA,0.002,NA,NA,Fractured,KwaZulu-Natal Province mostly along the Tugela River catchment_ South Africa,467
Metamorphic,Gneiss,NA,NA,NA,2.00E-06,NA,NA,Fractured,KwaZulu-Natal Province mostly along the Tugela River catchment_ South Africa,467
Metamorphic,Gneiss,NA,NA,NA,1.00E-04,NA,NA,Fractured,KwaZulu-Natal Province mostly along the Tugela River catchment_ South Africa,467
Metamorphic,Gneiss,NA,NA,NA,9.00E-05,0.10157,NA,Biotite gneiss fractured,"Gangaikondan_ Chittar–Uppodai watershed_
Tamil Nadu_ India",468
Metamorphic,Gneiss,NA,NA,NA,1.00E-05,0.01673,NA,Biotite gneiss fractured,"Rajaputhukudi_ Chittar–Uppodai watershed_
Tamil Nadu_ India",468
Metamorphic,Gneiss,NA,NA,NA,1.00E-05,0.01746,NA,Biotite gneiss fractured,"Kayathar_ Chittar–Uppodai watershed_
Tamil Nadu_ India",468
Metamorphic,Gneiss,NA,NA,NA,4.00E-04,0.01535,NA,Biotite gneiss fractured,"Idaiseval_ Chittar–Uppodai watershed_
Tamil Nadu_ India",468
Metamorphic,Gneiss,NA,NA,NA,0.00163,0.01746,NA,Biotite gneiss fractured,"Kalampatti_ Chittar–Uppodai watershed_
Tamil Nadu_ India",468
Metamorphic,Gneiss,NA,NA,NA,0.00017,0.01515,NA,Biotite gneiss fractured,"Kokkukulam_ Chittar–Uppodai watershed_
Tamil Nadu_ India",468
Metamorphic,Gneiss,NA,NA,NA,1.00E-05,0.03585,NA,Biotite gneiss fractured,"Kilneelithanallur_ Chittar–Uppodai watershed_
Tamil Nadu_ India",468
Metamorphic,Gneiss,NA,NA,NA,0.00048,0.01897,NA,Biotite gneiss fractured,"Kurukkalpatti_ Chittar–Uppodai watershed_
Tamil Nadu_ India",468
Metamorphic,Gneiss,NA,NA,NA,5.00E-05,0.00738,NA,Biotite gneiss fractured,"Vagaikulam_ Chittar–Uppodai watershed_
Tamil Nadu_ India",468
Metamorphic,Gneiss,NA,NA,NA,5.00E-05,0.04306,NA,Biotite gneiss fractured,"Alagiyapandiapuram_ Chittar–Uppodai watershed_
Tamil Nadu_ India",468
Metamorphic,Gneiss,NA,NA,NA,NA,0.0355,NA,Biotite gneiss fractured,"Kottaimala_ Chittar–Uppodai watershed_
Tamil Nadu_ India",468
Metamorphic,Gneiss,NA,NA,NA,NA,0.00542,NA,Biotite gneiss fractured,"Kottaimala_ Chittar–Uppodai watershed_
Tamil Nadu_ India",468
Metamorphic,Gneiss,NA,NA,NA,0.00463,0.0203,NA,Fractued,"Petanathanpatti_ Chittar–Uppodai watershed_
Tamil Nadu_ India",468
Metamorphic,Gneiss,NA,NA,NA,0.00337,0.0319,NA,Fractued,"Keelapavoor_ Chittar–Uppodai watershed_
Tamil Nadu_ India",468
Metamorphic,Gneiss,NA,NA,NA,1.00E-05,0.01341,NA,Fractued,"Alangulam_ Chittar–Uppodai watershed_
Tamil Nadu_ India",468
Metamorphic,Gneiss,NA,NA,NA,NA,0.01,NA,Fractued,Aravalli terrain_ India,477
Metamorphic,Gneiss,NA,NA,NA,NA,0.075,NA,Fractued,Aravalli terrain_ India,477
Metamorphic,Gneiss,NA,NA,NA,NA,0.01,NA,Fractued,Aravalli terrain_ India,478
Metamorphic,Gneiss,NA,NA,NA,NA,0.015,NA,Fractued,Aravalli terrain_ India,478
Metamorphic,Gneiss,NA,1,2,0.002,NA,NA,Fractued,Maharashtra_ Andhra Pradesh and Karnataka_ India,480
Metamorphic,Gneiss,NA,NA,10,NA,0.03,NA,Fractued,Maharashtra_ Andhra Pradesh and Karnataka_ India,480
Metamorphic,Gneiss,NA,NA,NA,3.00E-04,NA,NA,Fractured,Northern Ghana,481_482
Metamorphic,Gneiss,NA,NA,NA,NA,0.008,NA,Fractured,Northern Ghana,481_482
Metamorphic,Gneiss,NA,NA,0.000864,1.00E-05,0.02,NA,Fractured,"central Aar and Gotthard
massifs of the Swiss Alps_  Switzerland",484
Metamorphic,Gneiss,NA,NA,0.864,2.00E-05,0.05,NA,Fractured,"central Aar and Gotthard
massifs of the Swiss Alps_  Switzerland",484
Metamorphic,Gneiss,NA,NA,8.64E-07,NA,0.01,NA,Fractured,"central Aar and Gotthard
massifs of the Swiss Alps_  Switzerland",484
Metamorphic,Gneiss,NA,NA,0.008,NA,0.01,NA,Fractured,"central Aar and Gotthard
massifs of the Swiss Alps_  Switzerland",484
Metamorphic,Gneiss,NA,NA,0.000864,1.00E-05,0.02,NA,Fractured,"central Aar and Gotthard
massifs of the Swiss Alps_  Switzerland",484
Metamorphic,Gneiss,NA,NA,0.864,2.00E-05,0.05,NA,Fractured,"central Aar and Gotthard
massifs of the Swiss Alps_  Switzerland",484
Metamorphic,Gneiss,NA,NA,8.64E-07,NA,NA,NA,Massive,"central Aar and Gotthard
massifs of the Swiss Alps_  Switzerland",484
Metamorphic,Gneiss,NA,NA,0.008,NA,NA,NA,Fractured,"central Aar and Gotthard
massifs of the Swiss Alps_  Switzerland",484
Metamorphic,Gneiss,NA,NA,0.2,NA,0.015,NA,Fractured,"Tamil Nadu_Trichy_ Pudukottai_ and
Sivaganga districts_ India",486
Metamorphic,Gneiss,NA,NA,1,NA,0.015,NA,Fractured,"Tamil Nadu_Trichy_ Pudukottai_ and
Sivaganga districts_ India",486
Metamorphic,Gneiss,NA,NA,0.5,1.11E-05,NA,NA,Weathered and Fractured,Nigeria,491_492
Metamorphic,Gneiss,NA,NA,1.29,5.28E-05,NA,NA,Weathered and Fractured,Nigeria,491_492
Metamorphic,Gneiss,NA,1,NA,NA,NA,NA,Weathered and Fractured,The basement aquifers_  Benin-Nigeria Shield,538
Metamorphic,Gneiss,NA,10,NA,NA,NA,NA,Weathered and Fractured,The basement aquifers_  Benin-Nigeria Shield,538
Metamorphic,Gneiss,0.27,NA,NA,NA,NA,NA,NS,"Itatskii and Kamennyi areas_
Nizhnekanskii massif",545
Metamorphic,Gneiss,0.39,NA,NA,NA,NA,NA,NS,"Itatskii and Kamennyi areas_
Nizhnekanskii massif",545
Metamorphic,Gneiss,0.25,NA,NA,NA,NA,NA,NS,"Itatskii and Kamennyi areas_
Nizhnekanskii massif",545
Metamorphic,Gneiss,0.33,NA,NA,NA,NA,NA,NS,"Itatskii and Kamennyi areas_
Nizhnekanskii massif",545
Metamorphic,Gneiss,0.07,NA,0.0121,NA,NA,4.50E-08,NS,Klasgarten_ Austria,544
Metamorphic,Gneiss,NA,NA,NA,NA,0.0124,NA,Fractured,"Maheshwaram_ south of Hyderabad in the Ranga Reddy
district of Andhra Pradesh_ India",588
Metamorphic,Gneiss,NA,NA,NA,NA,0.0148,NA,Fractured,"Maheshwaram_ south of Hyderabad in the Ranga Reddy
district of Andhra Pradesh_ India",588
